"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery","Raw Data","Sensor State","GatewayID","Alert Sent","Signal Strength","Voltage"
"3cbb3d88-20fd-444d-ba07-88a82e779018","316573","Birk - A9 (TANK 2)","11/26/2018 5:08 PM","15","15° C","100","15","0","900142","False","100","3.68"
"3fb8553d-fbc6-4524-97f1-17593a95c91b","316573","Birk - A9 (TANK 2)","11/26/2018 4:58 PM","14.1","14.1° C","100","14.1","0","900142","False","100","3.68"
"4e9ae85d-c765-4f5f-8b0c-17cb44d3860f","316573","Birk - A9 (TANK 2)","11/26/2018 4:48 PM","14.1","14.1° C","100","14.1","0","900142","False","100","3.69"
"37828a51-a5a8-407e-8591-b269347a448b","316573","Birk - A9 (TANK 2)","11/26/2018 4:38 PM","14","14° C","100","14","0","900142","False","100","3.68"
"1bf1ee65-aa0d-4701-9298-046589a71b46","316573","Birk - A9 (TANK 2)","11/26/2018 1:10 PM","13.6","13.6° C","100","13.6","0","900142","False","100","3.67"
"4096975f-899e-4201-9407-425232eb96af","316573","Birk - A9 (TANK 2)","11/26/2018 1:00 PM","13.5","13.5° C","100","13.5","0","900142","False","100","3.68"
"56e00e01-ac2b-4f8e-857b-ec573e34fe8d","316573","Birk - A9 (TANK 2)","11/26/2018 12:50 PM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"b8b37c74-1999-4999-9efd-404d96afa63c","316573","Birk - A9 (TANK 2)","11/26/2018 12:40 PM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"8316e04f-782a-4076-a883-9b6908539fb7","316573","Birk - A9 (TANK 2)","11/26/2018 12:30 PM","13.7","13.7° C","100","13.7","0","900142","False","100","3.66"
"abbe52eb-5866-4d14-b13d-2038ab8d986e","316573","Birk - A9 (TANK 2)","11/26/2018 12:20 PM","13.6","13.6° C","100","13.6","0","900142","False","100","3.67"
"0f65c6ce-d662-491b-9005-0e3c3e43f4c7","316573","Birk - A9 (TANK 2)","11/26/2018 12:10 PM","13.6","13.6° C","100","13.6","0","900142","False","100","3.67"
"38dd7366-1a07-4e23-aa8a-64b326d43f1f","316573","Birk - A9 (TANK 2)","11/26/2018 12:00 PM","13.5","13.5° C","100","13.5","0","900142","False","100","3.67"
"2cc0eeb2-813b-4fd6-a59f-b90b29835fd8","316573","Birk - A9 (TANK 2)","11/26/2018 11:50 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"ee2c4ffb-23eb-474a-bdda-f766590dd9ab","316573","Birk - A9 (TANK 2)","11/26/2018 11:40 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.67"
